,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6
Gene_0045,3.906687822407646,2.4305411217399295,2.615713609398847,3.091162576324822,3.581293360003283,3.9790781013979655
Gene_0046,2.9531829544397405,3.2587502205528547,4.864053794593065,3.2476971452515824,4.716951450765883,3.8764038058867185
Gene_0047,71.90924257293379,36.70492234194282,21.929604198254054,41.69495524474044,45.83062963507699,54.42423003952319
Gene_0048,23.955889467771737,15.388604055520219,9.172881034202343,15.546419857617368,13.076335796965651,16.000143761169014
Gene_0049,0.5568442597259144,0.39296726237869783,0.4415479940221424,0.6090919271698277,0.4177954809237917,0.9611043124473744
Gene_0050,17.31592111488838,9.57697071520172,8.71160619005578,9.684617618118775,9.839827081278333,14.343320341578217
Gene_0051,6.155493869008129,3.6763819253180845,6.401381559998132,4.828841417832603,5.882333645822797,6.585509688940549
Gene_0052,3.7046118488409996,1.7359000641346685,1.8988371169477718,4.5430438420339465,3.08708013548821,6.9034831795526825
Gene_0053,20.06911862775445,14.04697964359975,14.360863341793861,23.15999921126142,20.342900635135237,25.835504774549605
Gene_0054,36.298326315205145,29.20393168684297,33.83420513156852,50.67419955215416,35.026450304190774,41.10391011744831
Gene_0055,37.940278962318885,37.7093192259003,19.104647012500003,30.451584949974077,31.253605734627413,43.31330204502677
Gene_0056,3.818095662969481,2.204746285924925,1.7093715448496416,2.8761863799484373,3.293722820776189,2.19546743407699
Gene_0057,7.000774896493856,4.782334110580342,4.688317135249259,5.5305277430542485,4.818098940931271,11.104798009731427
Gene_0058,13.908083353120306,15.22341740543266,10.08141177100022,9.993584970892275,9.312401077688142,14.965117285379566
Gene_0059,51.500250086386146,29.748433629701484,28.47304689192477,38.443723634582675,45.74966417922775,34.33767729756074
Gene_0060,1.9609620935598753,3.9316076895869805,2.8181912915250495,2.9272139496346243,3.8827624504807345,3.2717907399039725
Gene_0061,10.103689002594319,5.265706551846869,3.2570657909193406,5.063049190241397,6.47340032279704,9.0746345798626
Gene_0062,1.06752487203958,1.478128217071636,1.4199643789970569,1.6284318348229,2.610501266214434,2.1285889236174405
Gene_0063,1.4101796974705774,1.00153396726084,1.9075625382012056,1.4698859340948607,1.3997492657350519,1.2352696330752702
Gene_0064,22.865909311562845,11.679251733645621,23.05690997514097,19.150722628821885,31.259241595892743,34.69271273635185
Gene_0065,49.0438580470563,52.70691279574222,55.45631322689615,84.84934144470476,45.48825785229471,41.95504855213809
Gene_0066,12.025052882187264,9.869799940615838,7.489169632188047,8.618475019662105,7.119626099490462,8.184822383338988
Gene_0067,37.03073880568053,42.68443324887617,20.86673953587619,29.494454782083096,45.829518323907386,44.519699322991414
Gene_0068,18.05034073555634,16.48982638952105,19.430902647706457,8.771431804331952,9.1395682362078,24.765671996772742
Gene_0069,3.543105329185545,3.9504516335062663,2.7364878475308942,2.9422378062388463,3.4189897887413405,2.600959063129493
Gene_0070,18.76446677512054,12.67157138721843,19.0164950238036,12.165836663285985,15.015784653726172,10.10866664729303
Gene_0071,97.2087547488716,76.47163496166462,54.64191349743739,84.04214866731655,86.1605412184369,66.23652060464498
Gene_0072,6.098986646805304,5.6498878649172575,11.082151063647224,6.873321023896928,10.959206058047464,5.474472430933211
Gene_0073,133.30035487128964,68.22519687428895,89.40426747178235,46.295736912571684,97.91191678460488,134.6620371658596
Gene_0074,0.16025559473356812,0.16961637902220858,0.15722940737192412,0.1414512305698071,0.2593894033312145,0.2697606087716985
Gene_0075,20.340999861086257,35.32847913565203,24.946096986687312,25.317338552111067,21.575278166528896,32.58083558820804
Gene_0076,9.477261601085548,7.841318882260867,7.16829837388553,11.144993301686563,10.055494489934338,14.17903699985892
Gene_0077,9.473290109613451,4.003233942854963,6.204685643298963,4.188532893840488,5.548902931518755,5.734393602070563
Gene_0078,14.005737222315629,8.235630118295795,8.112494543695936,15.356902125613379,7.054290721555358,9.620663090852405
Gene_0079,0.4320605007992216,0.4359093274245761,0.19055431645937254,0.23118799204281246,0.5725279960971257,0.39595324715191876
Gene_0080,6.125584722513033,3.346804629644001,3.486828254592157,8.620679187435758,12.239462809444976,5.652966157339824
Gene_0081,14.671952847414719,6.156355092563273,10.952540246090356,12.91894220128665,14.401584898577104,9.263981376751891
Gene_0082,161.84269128356397,55.832176199888195,68.27181698409274,96.06624300890243,90.47907618498678,85.70601555949797
Gene_0083,4.874096081534721,2.2865663232692293,3.062631181141819,3.8070574725803326,3.9937132744213235,3.916898022286548
Gene_0084,3.1996180702758084,1.832145824674073,2.9055047178319877,3.385317548666452,2.033900590813467,3.208082263963925
Gene_0085,6.069090937395175,3.2339382414167983,1.7783574530647315,3.3921953283834725,2.3115252297919624,4.179647879887413
Gene_0086,40.10493058906797,24.724606917082607,27.93375575493024,22.961950157846225,27.062320139597496,32.43044318931118
Gene_0087,14.32739416495009,18.16573723234646,6.432666702919622,20.279274556428565,9.136801493446606,10.87617128626761
Gene_0088,4.027774940151634,3.5753155896303057,3.8456001118667333,3.531197175385522,6.381234320270773,3.982107435515194
Gene_0089,19.988960210405857,16.95756052234994,14.228113325670067,18.665747276144142,17.674792456325424,23.247040627356014
Gene_0090,10.817974030838688,10.003637657270769,8.892032039888242,13.549685737720026,8.834033923842684,7.081035448986984
Gene_0091,50.30053477287226,21.80169841716229,22.36414219412906,25.37342506937071,47.29879697489752,37.86454295365252
Gene_0092,3.3510156693031803,3.4189183213809433,3.470907622279349,3.373291873019501,2.1110094730604443,3.2272770554743375
Gene_0093,7.2070388253083815,4.2906911169289925,5.667116661076616,4.144821854257961,4.117387238192669,4.254141015681857
Gene_0094,5.126289771504888,4.872719893158299,4.48418761308525,4.31677424004864,4.801991266521892,4.016000066714243
Gene_0095,1.0779676844548214,0.5791699815020539,0.72580687454772,0.9201051918113866,1.2841917128983227,1.0291326422770866
Gene_0096,8.096886216568906,7.01971845516344,12.57604589230992,8.040050089396003,15.355245732007662,9.573124395405216
Gene_0097,18.416381556350323,13.566725372965244,8.11059654032694,9.471177613343864,13.50218709053282,14.173379796589442
Gene_0098,10.57376663170969,8.095135843356468,8.828570995565626,12.222927712482017,8.739707598326529,6.645031237373841
Gene_0099,8.973552972828195,3.8503889107199396,7.819494041799619,7.420883443407673,6.719147488113677,8.345987863673429
Gene_0100,0.4746520039512751,0.6614739263723958,1.1182705483453983,0.9497784517769802,1.0770340211290588,2.081518615062945
Gene_0101,9.414996469406303,5.35126390277267,2.897381965122566,4.628766923635248,3.3095477923258794,3.545256438726786
Gene_0102,5.423876041056825,3.0034901106348086,4.517730220376493,4.428128036167371,5.137277242221613,6.055676545319647
Gene_0103,3.9582353252729434,3.5256200005671205,1.3802959279623301,3.646911218959351,1.842731029740514,2.0820792729978224
Gene_0104,5.434997247805532,4.299744221017301,6.318266038677434,5.979202005703356,6.815281862145542,9.25499314007659
Gene_0105,20.83569906123744,15.930956853380694,14.223756970833275,15.894138109563457,13.445616347161895,10.819004705865545
Gene_0106,116.74750696356608,110.09720247180942,65.496076078525,193.13884822322402,307.31232221446777,168.7233513769824
Gene_0107,10.190902299541403,11.172923133896862,6.215137507176992,8.322616843393863,10.87720844898614,8.625953860749023
Gene_0108,24.712133357533368,8.968888100344971,9.161777414560984,18.997051776458015,8.18108632373609,11.929755358973054
Gene_0109,7.987563470878385,6.111447060174656,5.538532012213282,4.570004362317,7.277943173320955,5.662293736829535
Gene_0110,0.5676969160559024,0.4085214957095474,0.26518074738803027,0.7416018815519612,0.5567839636720956,0.6208621753676111
Gene_0111,11.798930194269026,5.105116516902361,7.31977133666142,6.9500438414120485,13.450410132104066,6.449100093372733
Gene_0112,12.010835985595875,9.808633270854614,8.000017116868854,8.23058543642453,7.770082817410741,11.142204583311667
Gene_0113,398.1179029957424,247.5393165464461,257.29896913968463,184.59820040564819,212.06779356608791,313.0739048565833
Gene_0114,7.906666096856619,5.020597264234771,4.048625280055255,5.2874791105864,8.111484396681243,6.2458819679545226
Gene_0115,30.57262647309027,8.37027321762929,14.59369279624125,9.30638301309009,8.801416106533951,14.174623747745835
Gene_0116,8.823389260979635,3.157885231868657,10.572018673541399,6.397836573723907,7.055849160488077,6.515542419390969
Gene_0117,1.7403252436755599,1.1739157318065412,1.0156926383812515,1.344619549031821,1.358618026223544,1.5918527633386983
Gene_0118,71.96572042265065,82.16169316870788,31.31948507824981,59.85309612916844,46.06785479297554,75.80316991636532
Gene_0119,40.703606028952585,28.04894895169606,24.262164788002792,26.5891173656749,32.18241270846822,21.100075811813802
Gene_0120,44.23057854008493,23.369695804804685,19.941348504033222,29.05447082874497,22.606305321283187,40.161004347309216
Gene_0121,2.9279345544963826,1.6950663665704302,1.6615583736556574,1.488225479997284,1.9948548088250568,3.456144384620322
Gene_0122,55.039403302821775,59.24027073852586,69.39006458148026,50.92157456582135,69.17790975888576,55.37623274442853
Gene_0123,1.8851591090616733,1.032547929607993,0.4667660377178488,1.694118196400873,1.082067995716669,0.6807994867992394
Gene_0124,16.169736577192737,12.142505175247758,24.274650628734417,15.643363762247409,21.03957148789161,22.775364124556752
Gene_0125,276.78289826576344,267.9097774312048,185.1458475665396,355.2662009729975,258.0765894718742,195.6381348526335
Gene_0126,1.7068884909859614,2.0127062957774227,1.355816495594315,1.7016504085517696,2.4697541053658307,3.419799755117328
Gene_0127,3.9672424701004743,3.80638320650855,2.821981909884478,3.461012728954101,4.075994916965841,3.727736406520071
Gene_0128,12.120098777281758,9.503784565707214,7.7823794850017585,12.947569041660893,11.272024326040388,7.87444530990216
Gene_0129,4.893721432964555,3.3917358533453306,1.8947414883751983,5.565994647384439,2.4766102655459763,2.8732511275429196
Gene_0130,1.0484788919548924,0.8577295401392057,1.0368036896805757,0.7642063316673733,0.8401661502015182,1.1685712646686448
Gene_0131,17.008567756130322,9.497788933456745,7.605703570115322,7.978041874257865,10.842438825555758,8.055014285772847
Gene_0132,2.2019956871466313,1.311278402952277,1.5731836241146873,1.6162194528134537,2.142552801055722,1.7762396782269851
Gene_0133,17.883902654434426,12.292366247498894,18.347803385399533,18.212303104527496,14.005563474147293,23.381263340044445
Gene_0134,3.179898121332301,1.8628188710813345,1.256300379459732,2.660665317136575,1.7505378685811328,1.8783461143430744
Gene_0135,138.17239077084832,116.77838324567068,79.8859075346875,82.80529604630365,72.92581072571082,87.00177137473419
Gene_0136,2.0210093741457915,1.5281506275705716,1.9318614460400247,3.0074947009970576,3.0734953347451777,2.651048066814741
Gene_0137,6.978870655466762,2.850004209523006,5.390268736079999,8.155863377489503,7.126664195454167,6.531983174963168
Gene_0138,39.54293361429958,25.543283458761504,12.130996650057984,30.72234271934081,25.40152018079763,34.89364241586911
Gene_0139,1.3650537896087072,1.1498599602278239,1.0383485506329315,1.4014688121520626,1.7556926430151214,1.274399294659421
Gene_0140,20.098823996686818,10.631940515675508,7.956585804913088,7.21266212856617,12.3666715108708,12.367723561991582
Gene_0141,64.22912801111323,54.848257411055094,54.819682561965394,26.096900341344405,57.985885430200845,54.81620972625621
Gene_0142,0.8809163944874957,0.6019895438205867,0.7000837474092038,0.8151438509854243,0.7132887990775306,0.4967327848332989
Gene_0143,11.843611405920976,14.799303882806885,7.230580352787627,10.369045508304483,13.981086125709233,12.293080771481698
Gene_0144,14.030833004893394,6.55496857509952,8.083527231358795,10.233952253879465,13.794483479950294,22.472385397942755
Gene_0145,21.990513183471823,18.08088902643482,21.182830697432408,28.109703160993107,54.176821206778605,21.379319699948926
Gene_0146,0.9601344317325577,1.0879202335317641,0.8099664508969049,1.2420637006409196,1.0260102826639024,1.069798743904942
Gene_0147,2.1052325985792115,0.6047311876441384,1.2039002236158265,1.5651326982268623,1.3654947524689671,0.9165875122897765
Gene_0148,16.047985116071995,14.892032709190833,13.273989875390978,18.157197978608338,15.814437260573829,23.455274669838623
Gene_0149,10.966209319440008,18.44122015577243,4.423967101160083,10.091782515534895,10.190563466765534,15.407095749891548
Gene_0150,7.217304904293615,10.513661927236303,8.819356800311068,15.849066508714781,12.295709278980416,11.976944235226023
Gene_0151,13.127944809702244,12.930035150467832,8.345858699371437,12.741373416093452,14.844794811691902,11.012952894670983
Gene_0152,2.2928494363834755,1.7728418312146126,1.4981581545921059,3.415231837685817,7.331544566267797,3.1978588462243525
Gene_0153,21.92756351891108,8.449797264116336,6.624724843592968,9.92918886989661,11.35783744076004,7.643070556314787
Gene_0154,19.872029625715054,9.951468430041169,10.870878701716402,10.329275037119437,9.368250061595084,13.977406438545282
Gene_0155,2.634746913132431,2.234078121276147,3.4581072614450967,2.840683800595926,3.149196422148169,3.8371722763199836
Gene_0156,305.25633557705703,173.09234367511436,122.2750961257549,133.33060767765085,74.66720578214698,97.33002719992409
Gene_0157,25.842964234468376,17.26578892636046,11.501237618692356,19.011022604117255,16.77573629997813,11.087290125094091
Gene_0158,1.4367084506010033,0.8609470217244233,1.3014412398863513,1.2495362521985398,1.4256438936942595,2.3202655535772245
Gene_0159,11.962395945074453,20.685897167337618,15.81184912487801,12.481454889771632,28.788665649387706,19.22301081295635
Gene_0160,4.358027846575898,1.9311474202930847,1.275392108746458,1.6461953644047136,2.6296096089013687,2.8110761136058873
Gene_0161,20.29784099388855,32.89569974894257,15.610978064401623,33.41797409497578,23.72020574380991,26.822286458820194
Gene_0162,32.819836510474694,65.54427705385669,22.782689386923202,42.05599736115814,46.038609993858316,46.71720179318029
Gene_0163,3.7528179529480483,1.5451462873917878,1.7606018207296439,2.1932467007508496,1.9658240107091245,2.872853689007966
Gene_0164,83.40842100867309,23.866534936018944,30.148540816369454,46.12239397932478,25.621110880634163,28.069120486390208
Gene_0165,26.608017916064377,9.139158908299544,12.229371680245068,12.132658645157102,17.268966595235405,16.671923109824625
Gene_0166,38.437069128298816,22.955432244373196,20.531421018122355,17.471495607928077,19.841700391818005,26.40224213010624
Gene_0167,194.4889086130302,141.99151632894552,87.80530668904711,132.59794689114142,128.7113926693404,99.86776502194914
Gene_0168,8.454525443514731,6.677799427881697,5.629653906624868,4.840350312156818,4.3498304443482585,6.605931572877572
Gene_0169,3.833712635609858,2.2643342168068195,1.4739007550963719,1.953931142156096,3.2254482645720066,2.5733509766920903
Gene_0170,2.7097195503445075,1.7167696661807947,2.2528430884237265,2.020684418013703,3.830244400684898,2.167179228379848
Gene_0171,2.869977711069781,2.2088727014894123,1.4759114786512832,2.7567645366630664,1.6863718817913735,1.7648078360517747
Gene_0172,8.2674726467021,4.975246368690141,4.817586846139566,7.184186732127718,4.328465620333295,12.386077584462402
Gene_0173,12.582386578368034,22.40445681605924,7.281585949820356,14.792846806760423,13.61310762608117,18.71916262190256
Gene_0174,13.16541131805735,6.70872029164133,8.831031616229955,21.10225621914469,12.890837217677594,17.445617734550034
Gene_0175,19.680871794059875,26.229044686259975,31.406814598259984,25.235018959759227,31.285160934682064,27.219863513012154
Gene_0176,9.362949043395707,13.426831140887781,8.067531488308827,8.96500696747725,7.55627173082274,5.235977187270809
Gene_0177,62.20797104709202,63.625313008577756,80.43778536705653,61.42755807171734,70.58943970717299,137.13719535094498
Gene_0178,4.566272902893314,4.557040341933386,5.329800445540033,4.218283493517704,6.360068204735197,5.694444314788687
Gene_0179,590.5069203576155,381.3396502138837,287.95640150635046,401.45799586424397,684.8187780586827,407.65422659486234
Gene_0180,36.703094392463434,17.375372715248698,15.688383562917323,17.907057452363794,12.046300719311496,24.986783227303913
Gene_0181,3.4436019669876305,2.994533719444126,1.482693268988677,2.4903614502200924,2.0966756396353587,3.3844974175672986
Gene_0182,1.1844404057872542,0.7413910981483947,2.026864480004994,3.282828652988448,1.8122607863557176,1.7186714958621736
Gene_0183,14.491750285963988,23.43918181492541,9.760350509408141,13.453200700234751,13.264443304783628,26.103951293316157
Gene_0184,8.969200469238423,3.3477517516168134,6.33805166284376,5.1045877100126935,10.185121099014248,8.537867964289115
Gene_0185,20.55314319764745,19.330330052649582,25.8560130191339,23.15904213455358,20.432954314856026,18.226779342483123
Gene_0186,17.979385501638816,12.829579920377787,23.864661849897235,18.521228255426237,17.017459709796114,14.332431770787043
Gene_0187,9.999465289838273,7.675189143587514,5.373647620773621,7.847094458743558,8.97402674720693,10.307000248565082
Gene_0188,1.9858865641937635,1.247376371426273,2.356464386678441,3.337959249528323,1.992111664886211,1.07339999266422
Gene_0189,1.0061198247170138,0.849634763479687,1.3852505109634015,0.40257776244763904,0.5018412103531115,0.8501843889846042
Gene_0190,3.243909646116689,6.740882049397228,2.88230797237509,2.022774465649067,3.812947232080186,2.874226893803204
Gene_0191,28.5297458815866,17.224216255302505,15.452061129993307,25.182673434502632,41.68751094679413,27.01622391342787
Gene_0192,14.351214263112448,10.472186017988886,5.316386747030888,15.497087894371607,10.557571773697969,10.873189818610415
Gene_0193,0.9050664357561258,0.9079803913281258,1.2954546625203593,0.7803746754293316,1.0143345376031752,1.1956907343037644
Gene_0194,13.994622798179595,10.571988151247039,4.99522576886806,4.253759341537624,14.501386704281368,9.477291164705196
Gene_0195,16.757469342038785,12.863459925568485,10.804218258929339,17.109799122729523,13.674254465922068,11.063357205963738
Gene_0196,2.964535004086914,1.57214054986962,2.0525113363131076,2.3108893925248926,1.9308046431997654,4.5566729724066075
Gene_0197,12.737128839944292,10.460640287515613,9.023178031387488,7.343727833416801,11.15843499639408,19.022676744010997
Gene_0198,15.538402904928352,13.454153058161603,8.40311794256801,6.566445415819403,11.650037146633833,6.6425694351624225
Gene_0199,1.7680394262370183,1.22011332170536,1.3045886673894342,1.0886548955400028,3.1168717068980962,2.496738047277927
Gene_0200,14.219563646598225,15.230176388776318,17.013328532860026,14.298620896310094,18.571406275023715,13.087360453391806
Gene_0201,22.751370840075836,11.289411234725693,11.81226217192082,15.542895648219334,27.824029211352748,20.79554023053118
Gene_0202,56.50480242992968,27.33905530342855,28.082163022811933,47.61355532770826,36.949726041765935,42.965617248252464
Gene_0203,46.62423447098203,40.1689892706255,26.116349299635957,16.68710950127653,30.256585832922863,34.383747826887195
Gene_0204,1.212195059951615,1.4182178979057456,1.1009900002955566,0.7919649403036464,1.0930441272243658,1.4673487064923816
Gene_0205,1.8765299379546077,1.9554430075657967,2.1750209579608577,1.4130743316680057,2.142952696407272,2.194235994108331
Gene_0206,16.784267433686317,14.144216561857508,16.8033249463645,16.215574241286934,13.273509822585881,16.18998747428512
Gene_0207,13.418799944809823,15.504598747920648,20.892355157694645,14.873573606806001,17.372036146458044,12.605177136290283
Gene_0208,34.61212008643336,10.677295110072992,10.306920398150389,22.247866568669806,20.67940004754992,14.286264418917133
Gene_0209,2106.3199941467506,2782.547514593611,3615.266140843803,1497.5978356607602,3053.325130538979,1705.2870298014388
Gene_0210,18.08754475883241,22.014603092245476,25.203015151923868,19.303852067245092,23.205593530371797,20.385183760702603
Gene_0211,41.8706724541502,34.411530107389574,46.41818697654506,52.51878122624434,50.775253868015014,33.087458151106574
Gene_0212,51.740421237308,26.066744016177275,48.38542352691987,59.0460904051961,30.43737443401221,33.31940672128296
Gene_0213,22.99694390252262,20.64598090556075,10.95456427683127,18.594736218531875,19.29195012564466,34.567811763384434
Gene_0214,8.569232008651365,3.922583675433332,3.608953986238048,5.555315240122083,3.6846735824336325,7.703629065893353
Gene_0215,24.12300629752248,21.961356182776523,16.97122183276206,14.696604034052813,45.180138226606246,26.670985327679247
Gene_0216,3.225925180197895,4.226393548045902,2.64022003166621,1.2379995031540483,2.668638762383674,2.6364736365409844
Gene_0217,5.159952292123607,4.670820279658516,3.4673345296295324,7.304757576310652,5.551606809908925,10.628509592835897
Gene_0218,8.69074595673765,3.1115561100677134,4.1076845780308435,3.8985630877039457,3.0959298023933095,4.86947941236734
Gene_0219,7.487919908941541,6.680674748676456,11.560895619413557,13.022602115225443,23.110332404978006,8.839893166055665
Gene_0220,334.1845625701558,288.8523814545258,268.8638193721189,172.48123351785856,197.7019647861845,181.08887539711608
Gene_0221,0.6948874668132748,0.41288147383061535,0.4483791004229114,0.5742986676921378,0.45258443409432253,0.58982446501914
Gene_0222,29.972772152247074,16.53118669115518,14.10718958371827,39.66055408049747,26.867370679475027,30.969193041442104
Gene_0223,0.7962032833718082,0.9493172169752774,0.46791303970327675,0.8164083108328283,0.9028140341186603,0.6352327930990715
Gene_0224,4.4813097168910705,5.4121878954579765,4.858084170521356,4.329266417309531,5.5636426459027835,4.6379318645519785
Gene_0225,49.07396731133271,30.690990763987344,43.85491855747106,41.52576905975783,74.62530626709942,39.61308239247229
Gene_0226,9.964998348959876,4.513750338372418,7.377025115926165,5.559326943115721,10.85948132553574,8.98912783765258
Gene_0227,2.507549365931187,1.9276608352688387,1.187281515520324,2.4118067848005373,1.2254949719483512,0.8120785037565491
Gene_0228,6.277430221983079,1.9983579407816734,1.2623289121669594,2.3027604529322243,2.6824542129459337,2.760234210946673
Gene_0229,22.17373427670682,25.210350101020598,13.62351278897801,26.07724399275408,25.752135691866833,31.976873368820467
Gene_0230,2.096498387263974,1.3285514753668997,4.021005767499492,1.6919153264896492,5.268201815673744,2.3865165825638215
Gene_0231,12.742751876627773,12.976466026213807,6.386634815737388,7.855166286973762,7.70691107756369,12.124780274998432
Gene_0232,21.95576881091681,5.342408100172057,7.681831458698173,13.319184448603727,13.012389465611928,7.362341848149896
Gene_0233,2.7961863418685127,3.3618756239815113,3.450395817740945,2.742116994852877,3.3647208995059277,3.616611369460148
Gene_0234,385.4496348025364,179.62446746279056,115.94264362076514,311.7558136535238,271.5201957864,201.49502573418283
Gene_0235,40.48567215326033,13.948431058218429,18.540322588907795,20.444845395002236,21.264762211525202,16.842603372709032
Gene_0236,0.3840313870318399,0.30447860758849166,0.4305538245061855,0.22313869373699707,0.31547607211935064,0.6168416583629898
Gene_0237,14.837173516276426,11.66096961196669,8.998766860230388,13.97993668893214,14.037250330041337,15.076942595776671
Gene_0238,5.712168075644518,2.7449393064147127,5.938743050009151,2.5109823813248524,3.820651045986677,2.6661988165906036
Gene_0239,30.315860964306506,30.71171634456893,14.757132249019664,35.822568588471164,40.73298962085236,35.97384027169599
Gene_0240,2.709879432762649,3.954370381790603,2.8362811362303035,2.4820966059455394,2.5702385863185264,3.0871490064466167
Gene_0241,6.6869002331744705,3.7783718133389796,5.417915244777371,4.285688969401968,5.957911253372395,8.805629461369072
Gene_0242,14.876953329643435,24.861365602726494,18.22352330119028,18.12135005371281,11.32050913063093,11.067464409414065
Gene_0243,28.520093888435905,27.129179904525962,28.3515363361685,57.27253502837111,39.69463339948011,42.75218365541795
Gene_0244,1.0823479067913737,0.9053718825506026,0.8987636466541115,1.5492528508451844,1.5896175650154025,1.2013563626729487
Gene_0245,5.784792819123565,2.914867557225549,4.395596954194027,4.812969611049919,3.8392789839896886,4.691279155793145
